msw3_number_ID,msw3_accepted_sist_order,msw3_accepted_sist_family,msw3_accepted_sist_genus,msw3_synonym_name,msw3_synonym_author_name,msw3_synonym_author_year,msw3_synonym_note
12400825,RODENTIA,Sciuridae,Paraxerus,Montisciurus,Eisentraut,1976,NA
12400825,RODENTIA,Sciuridae,Paraxerus,Tamiscus,Thomas,1918,NA
12400872,RODENTIA,Sciuridae,Protoxerus,Allosciurus,Conisbee,1953,NA
12400892,RODENTIA,Sciuridae,Ammospermophilus,NA,NA,NA,NA
12400909,RODENTIA,Sciuridae,Cynomys,Arctomys,Ord,1815,NA
12400909,RODENTIA,Sciuridae,Cynomys,Cynomomus,Osborn,1894,NA
12400909,RODENTIA,Sciuridae,Cynomys,Leucocrossuromys,Hollister,1916,NA
12400909,RODENTIA,Sciuridae,Cynomys,Mamcynomiscus,Herrera,1899,NA
12400909,RODENTIA,Sciuridae,Cynomys,Monax,Warden,1819,NA
12400921,RODENTIA,Sciuridae,Marmota,Arctomys,Schreber,1780,NA
12400921,RODENTIA,Sciuridae,Marmota,Glis,Erxleben,1777,NA
12400921,RODENTIA,Sciuridae,Marmota,Lagomys,Storr,1780,NA
12400921,RODENTIA,Sciuridae,Marmota,Lipura,Storr,1780,NA
12400921,RODENTIA,Sciuridae,Marmota,Marmotops,Pocock,1922,NA
12400921,RODENTIA,Sciuridae,Marmota,Petromarmota,Steppan et al.,1999,NA
12400971,RODENTIA,Sciuridae,Sciurotamias,Rupestes,Thomas,1922,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Anisonyx,Rafinesque,1817,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Arctomys,Schreber,1780,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Callospermophilus,Merriam,1897,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Citellus,Oken,1816,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Citillus,Lichtenstein,1830,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Colobates,Milne-Edwards,1874,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Colobotis,Brandt,1844,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Ictidomoides,Mearns,1907,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Ictidomys,J. A. Allen,1877,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Notocitellus,A. H. Howell,1938,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Otocolobus,Brandt,1844,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Otospermophilus,Brandt,1844,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Poliocitellus,A. H. Howell,1938,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Spermatophilus,Wagler,1830,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Spermophilis,Richardson,1839,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Urocitellus,Obolenskij,1927,NA
12400978,RODENTIA,Sciuridae,Spermophilus,Xerospermophilus,Merriam,1892,NA
12401131,RODENTIA,Sciuridae,Tamias,Eutamias,Trouessart,1880,NA
12401131,RODENTIA,Sciuridae,Tamias,Neotamias,A. H. Howell,1929,NA
12500003,RODENTIA,Gliridae,Graphiurus,Aethoglis,G. M. Allen,1936,NA
12500003,RODENTIA,Gliridae,Graphiurus,Claviglis,Jentink,1888,NA
12500003,RODENTIA,Gliridae,Graphiurus,Gliriscus,Thomas and Hinton,1925,NA
12500003,RODENTIA,Gliridae,Graphiurus,Graphidurus,Brandt,1855,"[see Ellerman, 1940, Ellerman et al., 1953, McKenna and Bell, 1997, Rosevear, 1969]"
12500022,RODENTIA,Gliridae,Chaetocauda,NA,NA,NA,NA
12500024,RODENTIA,Gliridae,Dryomys,Afrodryomys,Jaeger,1975,"[see Daams and de Bruijn, 1995, Rossolimo et al., 2001]"
12500024,RODENTIA,Gliridae,Dryomys,Dyromys,Thomas,1907,"[see Ellerman and Morrison-Scott, 1951, McKenna and Bell, 1997, and footnote in Simpson, 1945]"
12500024,RODENTIA,Gliridae,Dryomys,Elius,Schulze,1900,[excluding glis]
12500028,RODENTIA,Gliridae,Eliomys,Bifa,Lataste,1885,"[see Corbet, 1978 c and Ellerman and Morrison-Scott, 1951]"
12500032,RODENTIA,Gliridae,Muscardinus,Eomuscardinus,Hartenberger,1966,NA
12500032,RODENTIA,Gliridae,Muscardinus,Pentaglis,Kretzoi,1943,"[see Daams and de Bruijn (1995), Rossolimo et al. (2001)"
12500034,RODENTIA,Gliridae,Myomimus,Philistomys,Bate,1937,"[see Kowalski, 1963, Rossolimo et al., 2001]"
12500038,RODENTIA,Gliridae,Selevinia,Salevinia,Argyropulo and Vinogradov,1939,NA
12500041,RODENTIA,Gliridae,Glirulus,Amphidyromys,Heller,1936,"[see Daams and de Bruijn, 1995, Rossolimo et al., 2001]"
12500041,RODENTIA,Gliridae,Glirulus,Paraglirulus,Engesser,1972,"[see McKenna and Bell, 1997, and Wu et al., 2000]"
12500043,RODENTIA,Gliridae,Glis,Elius,Schulze,1900,[excluding dryas]
12500043,RODENTIA,Gliridae,Glis,Myorus,Reichenbach,1835,NA
12500043,RODENTIA,Gliridae,Glis,Myoxus,Zimmerman,1780,"[see Opinion 1894 of the International Commission on Zoological Nomenclature, 1998, McKenna and Bell, 1997]"
12600003,RODENTIA,Castoridae,Castor,Fiber,Dumeril,1806,"[not of G. Cuvier, 1800]"
12600003,RODENTIA,Castoridae,Castor,Mamcastorus,Herrera,1899,NA
12700003,RODENTIA,Heteromyidae,Dipodomys,Dipodops,Merriam,1890,NA
12700003,RODENTIA,Heteromyidae,Dipodomys,Macrocolus,Wagner,1846,NA
12700003,RODENTIA,Heteromyidae,Dipodomys,Perodipus,Fitzinger,1867,NA
12700130,RODENTIA,Heteromyidae,Microdipodops,NA,NA,NA,NA
12700152,RODENTIA,Heteromyidae,Heteromys,Xylomys,Merriam,1902,NA
12700182,RODENTIA,Heteromyidae,Liomys,NA,NA,NA,NA
12700203,RODENTIA,Heteromyidae,Chaetodipus,Burtognathus,Hoffmeister,1986,NA
12700303,RODENTIA,Heteromyidae,Perognathus,Abromys,Gray,1868,NA
12700303,RODENTIA,Heteromyidae,Perognathus,Cricetodipus,Peale,1848,NA
12700303,RODENTIA,Heteromyidae,Perognathus,Otognosis,Coues,1875,NA
12800002,RODENTIA,Geomyidae,Cratogeomys,NA,NA,NA,NA
12800053,RODENTIA,Geomyidae,Geomys,Ascomys,Lichtenstein,1825,NA
12800053,RODENTIA,Geomyidae,Geomys,Diplostoma,Rafinesque,1817,NA
12800053,RODENTIA,Geomyidae,Geomys,Mamgeomyscus,Herrera,1899,NA
12800053,RODENTIA,Geomyidae,Geomys,Neterogeomys,Gazin,1942,NA
12800053,RODENTIA,Geomyidae,Geomys,Parageomys,Hibbard,1944,NA
12800053,RODENTIA,Geomyidae,Geomys,Progeomys,Dalquest,1983,NA
12800053,RODENTIA,Geomyidae,Geomys,Pseudostoma,Say,1823,NA
12800053,RODENTIA,Geomyidae,Geomys,Saccophorus,Kuhl,1820,NA
12800095,RODENTIA,Geomyidae,Orthogeomys,Heterogeomys,Merriam,1895,NA
12800095,RODENTIA,Geomyidae,Orthogeomys,Macrogeomys,Merriam,1895,NA
12800147,RODENTIA,Geomyidae,Pappogeomys,NA,NA,NA,NA
12800158,RODENTIA,Geomyidae,Thomomys,Megascapheus,Elliot,1903,NA
12800158,RODENTIA,Geomyidae,Thomomys,Plesiothomomys,Gidley and Gazin,1933,NA
12800158,RODENTIA,Geomyidae,Thomomys,Tomomys,Brandt,1955,NA
12800402,RODENTIA,Geomyidae,Zygogeomys,Gygogeomys,J. A. Allen,1895,[misprint]
12900005,RODENTIA,Dipodidae,Allactaga,Alactaga,F. Cuvier,1838,NA
12900005,RODENTIA,Dipodidae,Allactaga,Beloprymnus,Gloger,1841,[nomen nudum]
12900005,RODENTIA,Dipodidae,Allactaga,Cuniculus,Brisson,1762,[nomen nudum]
12900005,RODENTIA,Dipodidae,Allactaga,Mesoallactaga,Shenbrot,1974,NA
12900005,RODENTIA,Dipodidae,Allactaga,Microallactaga,Shenbrot,1974,NA
12900005,RODENTIA,Dipodidae,Allactaga,Orientallactaga,Shenbrot,1984,NA
12900005,RODENTIA,Dipodidae,Allactaga,Paralactaga,Young,1927,NA
12900005,RODENTIA,Dipodidae,Allactaga,Proalactaga,Savinov,1970,NA
12900005,RODENTIA,Dipodidae,Allactaga,Scarturus,Gloger,1841,NA
12900005,RODENTIA,Dipodidae,Allactaga,Scirteta,Brandt,1844,NA
12900005,RODENTIA,Dipodidae,Allactaga,Scirtetes,Wagner,1841,"[not Hartig, 1838]"
12900005,RODENTIA,Dipodidae,Allactaga,Scirtomys,Brandt,1844,"[see Ellerman and Morrison-Scott (1951) and Pavlinov and Rossolimo (1987, 1998)"
12900022,RODENTIA,Dipodidae,Allactodipus,NA,NA,NA,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Alactagulus,Nehring,1897,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Platycercomys,Brandt,1843,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Pliopygerethmus,Topachevskii and Skorik,1971,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Pseudoalactaga,Topachevskii,1971,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Pygerethmus,Vinogradov,1930,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Pygeretmus,Gloger,1841,[see McKenna and Bell (1997) and Zazhigin and Lopatin (2000c)]
12900031,RODENTIA,Dipodidae,Cardiocranius,NA,NA,NA,NA
12900033,RODENTIA,Dipodidae,Salpingotulus,NA,NA,NA,NA
12900035,RODENTIA,Dipodidae,Salpingotus,Anguistodontus,Vorontsov and Shenbrot,1984,NA
12900035,RODENTIA,Dipodidae,Salpingotus,Prosalpingotus,Vorontsov and Shenbrot,1984,[see Pavlinov and Rossolimo (1987) and Shenbrot et al. (1995)]
12900045,RODENTIA,Dipodidae,Dipus,Dipodipus,Trouessart,1910,NA
12900045,RODENTIA,Dipodidae,Dipus,Dipsus,Gray,1821,NA
12900045,RODENTIA,Dipodidae,Dipus,Sminthoides,Schlosser,1924,"[see Ellerman and Morrison-Scott (1951), McKenna and Bell (1997), and Zazhigin and Lopatin (2001)"
12900047,RODENTIA,Dipodidae,Eremodipus,NA,NA,NA,NA
12900049,RODENTIA,Dipodidae,Jaculus,Haltomys,Brandt,1844,NA
12900049,RODENTIA,Dipodidae,Jaculus,Scirtopoda,Brandt,1844,"[see Ellerman and Morrison-Scott, 1951, and Corbet, 1978 c]"
12900053,RODENTIA,Dipodidae,Paradipus,NA,NA,NA,NA
12900055,RODENTIA,Dipodidae,Stylodipus,Halticus,Brandt,1844,"[see Ellerman and Morrison-Scott, 1951]"
12900060,RODENTIA,Dipodidae,Euchoreutes,NA,NA,NA,NA
12900063,RODENTIA,Dipodidae,Sicista,Clonomys,Thilesius,1850,NA
12900063,RODENTIA,Dipodidae,Sicista,Sminthus,Nordmann,1840,"[see Ellerman and Morrison-Scott, 1951]"
12900078,RODENTIA,Dipodidae,Eozapus,Protozapus,Bachmayer and Wilson,1970,NA
12900080,RODENTIA,Dipodidae,Napaeozapus,NA,NA,NA,NA
12900082,RODENTIA,Dipodidae,Zapus,NA,NA,NA,NA
13000003,RODENTIA,Platacanthomyidae,Platacanthomys,Platyacanthomus,Marschall,1873,[lapsus]
13000003,RODENTIA,Platacanthomyidae,Platacanthomys,Platyacanthomys,Coues,1890,[lapsus]
13000005,RODENTIA,Platacanthomyidae,Typhlomys,NA,NA,NA,NA
13000009,RODENTIA,Spalacidae,Eospalax,Allosiphneus,Kretzoi,1961,NA
13000009,RODENTIA,Spalacidae,Eospalax,Zokor,Ellerman,1941,NA
13000013,RODENTIA,Spalacidae,Myospalax,Aspalomys,Gervais,1841,NA
13000013,RODENTIA,Spalacidae,Myospalax,Episiphneus,Kretzoi,1961,NA
13000013,RODENTIA,Spalacidae,Myospalax,Myotalpa,Kerr,1792,NA
13000013,RODENTIA,Spalacidae,Myospalax,Siphneus,Brants,1827,NA
13000018,RODENTIA,Spalacidae,Cannomys,NA,NA,NA,NA
13000020,RODENTIA,Spalacidae,Rhizomys,Brachyrhizomys,Teilhard de Chardin,1942,NA
13000020,RODENTIA,Spalacidae,Rhizomys,Nyctocleptes,Temminck,1832,NA
13000025,RODENTIA,Spalacidae,Spalax,Anotis,Rafinesque,1815,NA
13000025,RODENTIA,Spalacidae,Spalax,Aspalax,Desmarest,1804,NA
13000025,RODENTIA,Spalacidae,Spalax,Glis,Erxleben,1777,"[not Brisson, 1762]"
13000025,RODENTIA,Spalacidae,Spalax,Macrospalax,Méhely,1909,NA
13000025,RODENTIA,Spalacidae,Spalax,Mesospalax,Méheley,1909,"[not Nehring, 1897, a nomen nudum]"
13000025,RODENTIA,Spalacidae,Spalax,Microspalax,Méhely,1909,"[not Nehring, 1898, a nomen nudum preoccupied by Megnin and Trouessart, 1885]"
13000025,RODENTIA,Spalacidae,Spalax,Myospalax,Hermann,1783,"[not Laxmann, 1769, or Blyth, 1846]"
13000025,RODENTIA,Spalacidae,Spalax,Nannospalax,Palmer,1903,NA
13000025,RODENTIA,Spalacidae,Spalax,Ommatostergus,Nordmann,1840,NA
13000025,RODENTIA,Spalacidae,Spalax,Talpoides,Lacepède,1799,NA
13000025,RODENTIA,Spalacidae,Spalax,Ujhelyiana,Strand,1922,NA
13000040,RODENTIA,Spalacidae,Tachyoryctes,Chrysomys,Gray,1843,NA
13000055,RODENTIA,Calomyscidae,Calomyscus,NA,NA,NA,NA
13000066,RODENTIA,Nesomyidae,Beamys,NA,NA,NA,NA
13000069,RODENTIA,Nesomyidae,Cricetomys,NA,NA,NA,NA
13000074,RODENTIA,Nesomyidae,Saccostomus,Eosaccomys,Palmer,1903,[unjustified replacement name]
13000078,RODENTIA,Nesomyidae,Delanymys,NA,NA,NA,NA
13000081,RODENTIA,Nesomyidae,Dendromus,Chortomys,Thomas,1916,NA
13000081,RODENTIA,Nesomyidae,Dendromus,Dendromys,J. B. Fischer,1830,NA
13000081,RODENTIA,Nesomyidae,Dendromus,Dendromys,Smuts,1832,NA
13000081,RODENTIA,Nesomyidae,Dendromus,Poemys,Thomas,1916,NA
13000094,RODENTIA,Nesomyidae,Dendroprionomys,NA,NA,NA,NA
13000096,RODENTIA,Nesomyidae,Malacothrix,Otomys,Smith,1834,"[preoccupied by Otomys Cuvier, 1823, a murid]"
13000098,RODENTIA,Nesomyidae,Megadendromus,NA,NA,NA,NA
13000100,RODENTIA,Nesomyidae,Prionomys,NA,NA,NA,NA
13000102,RODENTIA,Nesomyidae,Steatomys,NA,NA,NA,NA
13000112,RODENTIA,Nesomyidae,Mystromys,NA,NA,NA,NA
13000115,RODENTIA,Nesomyidae,Brachytarsomys,NA,NA,NA,NA
13000118,RODENTIA,Nesomyidae,Brachyuromys,NA,NA,NA,NA
13000121,RODENTIA,Nesomyidae,Eliurus,NA,NA,NA,NA
13000132,RODENTIA,Nesomyidae,Gymnuromys,NA,NA,NA,NA
13000134,RODENTIA,Nesomyidae,Hypogeomys,NA,NA,NA,NA
13000136,RODENTIA,Nesomyidae,Macrotarsomys,NA,NA,NA,NA
13000139,RODENTIA,Nesomyidae,Monticolomys,NA,NA,NA,NA
13000141,RODENTIA,Nesomyidae,Nesomys,Hallomys,Jentink,1879,NA
13000145,RODENTIA,Nesomyidae,Voalavo,NA,NA,NA,NA
13000148,RODENTIA,Nesomyidae,Petromyscus,NA,NA,NA,NA
13000155,RODENTIA,Cricetidae,Alticola,Aschizomys,Miller,1899,NA
13000155,RODENTIA,Cricetidae,Alticola,Platycranius,Kastschenko,1901,NA
13000171,RODENTIA,Cricetidae,Arborimus,Paraphenacomys,Repenning and Grady,1988,NA
13000175,RODENTIA,Cricetidae,Arvicola,Alviceola,de Blainville,1817,NA
13000175,RODENTIA,Cricetidae,Arvicola,Hemiotomys,de Sélys Longchamps,1836,NA
13000175,RODENTIA,Cricetidae,Arvicola,Ochetomys,Fitzinger,1867,NA
13000175,RODENTIA,Cricetidae,Arvicola,Paludicola,Blasius,1857,"[not Wagner, 1830, or Hodgson, 1837]"
13000175,RODENTIA,Cricetidae,Arvicola,Praticola,Fatio,1867,"[not Swainson, 1837]"
13000179,RODENTIA,Cricetidae,Blanfordimys,NA,NA,NA,NA
13000182,RODENTIA,Cricetidae,Caryomys,NA,NA,NA,NA
13000185,RODENTIA,Cricetidae,Chionomys,NA,NA,NA,NA
13000189,RODENTIA,Cricetidae,Dicrostonyx,NA,NA,NA,NA
13000198,RODENTIA,Cricetidae,Dinaromys,NA,NA,NA,NA
13000200,RODENTIA,Cricetidae,Ellobius,Afganomys,Topachevski,1965,NA
13000200,RODENTIA,Cricetidae,Ellobius,Afghanomys,Baryshnikov and Baranova,1983,NA
13000200,RODENTIA,Cricetidae,Ellobius,Chthonergus,Nordmann,1839,NA
13000200,RODENTIA,Cricetidae,Ellobius,Lemmomys,Lesson,1842,NA
13000200,RODENTIA,Cricetidae,Ellobius,Myospalax,Blyth,1846,"[not Laxmann, 1769, or Hermann, 1783]"
13000208,RODENTIA,Cricetidae,Eolagurus,NA,NA,NA,NA
13000211,RODENTIA,Cricetidae,Eothenomys,Anteliomys,Miller,1896,NA
13000220,RODENTIA,Cricetidae,Hyperacrius,NA,NA,NA,NA
13000223,RODENTIA,Cricetidae,Lagurus,Eremiomys,Poliakov,1881,NA
13000223,RODENTIA,Cricetidae,Lagurus,Eremomys,Heude,1898,NA
13000223,RODENTIA,Cricetidae,Lagurus,Lagurodon,Kretzoi,1956,NA
13000223,RODENTIA,Cricetidae,Lagurus,Laguropsis,Kretzoi,1956,NA
13000223,RODENTIA,Cricetidae,Lagurus,Prolagurus,Kormos,1938,NA
13000225,RODENTIA,Cricetidae,Lasiopodomys,Lemmimicrotus,Tokuda,1941,NA
13000229,RODENTIA,Cricetidae,Lemmiscus,NA,NA,NA,NA
13000231,RODENTIA,Cricetidae,Lemmus,Brachyurus,Fischer,1813,NA
13000231,RODENTIA,Cricetidae,Lemmus,Hypudaeus,Illiger,1811,NA
13000231,RODENTIA,Cricetidae,Lemmus,Lemnus,Gray,1825,NA
13000231,RODENTIA,Cricetidae,Lemmus,Lemmus,Rochebrune,1843,NA
13000231,RODENTIA,Cricetidae,Lemmus,Mirus,Brunner,1938,"[not Albers, 1850]"
13000231,RODENTIA,Cricetidae,Lemmus,Miromus,Brunner,1951,NA
13000237,RODENTIA,Cricetidae,Microtus,Agricola,Blasius,1857,NA
13000237,RODENTIA,Cricetidae,Microtus,Alexandromys,Ognev,1914,NA
13000237,RODENTIA,Cricetidae,Microtus,Ammomys,Bonaparte,1831,NA
13000237,RODENTIA,Cricetidae,Microtus,Arbusticola,Shidlovsky,1919,NA
13000237,RODENTIA,Cricetidae,Microtus,Arvalomys,Chaline,1974,NA
13000237,RODENTIA,Cricetidae,Microtus,Aulacomys,Rhoads,1894,NA
13000237,RODENTIA,Cricetidae,Microtus,Bicunedens,Hodgson,1863,NA
13000237,RODENTIA,Cricetidae,Microtus,Campicola,Schulze,1890,"[not Swainson, 1827]"
13000237,RODENTIA,Cricetidae,Microtus,Campicoloma,Strand,1928,NA
13000237,RODENTIA,Cricetidae,Microtus,Chilotus,Baird,1857,NA
13000237,RODENTIA,Cricetidae,Microtus,Euarvicola,Acloque,1899,NA
13000237,RODENTIA,Cricetidae,Microtus,Herpetomys,Merriam,1898,NA
13000237,RODENTIA,Cricetidae,Microtus,Iberomys,Chaline,1972,NA
13000237,RODENTIA,Cricetidae,Microtus,Isodelta,Cope,1871,NA
13000237,RODENTIA,Cricetidae,Microtus,Meridiopitymys,Chaline,1974,NA
13000237,RODENTIA,Cricetidae,Microtus,Micrurus,Major,1877,"[not Ehrenberg, 1831]"
13000237,RODENTIA,Cricetidae,Microtus,Mynomes,Rafinesque,1817,NA
13000237,RODENTIA,Cricetidae,Microtus,Oecomicrotus,Rabeder,1981,NA
13000237,RODENTIA,Cricetidae,Microtus,Orthriomys,Merriam,1898,NA
13000237,RODENTIA,Cricetidae,Microtus,Pallasiinus,Kretzoi,1964,NA
13000237,RODENTIA,Cricetidae,Microtus,Parapitymys,Chaline,1978,NA
13000237,RODENTIA,Cricetidae,Microtus,Pedomys,Baird,1857,NA
13000237,RODENTIA,Cricetidae,Microtus,Pinemys,Lesson,1836,NA
13000237,RODENTIA,Cricetidae,Microtus,Pitymys,McMurtrie,1831,NA
13000237,RODENTIA,Cricetidae,Microtus,Psammomys,Le Conte,1830,"[not Cretzschmar, 1828], Steneocranius Trouessart, 1904"
13000237,RODENTIA,Cricetidae,Microtus,Stenocranius,Kastschenko,1901,NA
13000237,RODENTIA,Cricetidae,Microtus,Sumeriomys,Argyropulo,1933,NA
13000237,RODENTIA,Cricetidae,Microtus,Suranomys,Chaline,1972,NA
13000237,RODENTIA,Cricetidae,Microtus,Sylvicola,Fatio,1867,"[not Harris, 1782, or Humphrey, 1797]"
13000237,RODENTIA,Cricetidae,Microtus,Terricola,Fatio,1867,"[not Fleming, 1828]"
13000237,RODENTIA,Cricetidae,Microtus,Tetramerodon,Rhoads,1894,NA
13000237,RODENTIA,Cricetidae,Microtus,Tibercola,"Koenigswald, Fejfar, and Tchernov",1992,NA
13000237,RODENTIA,Cricetidae,Microtus,Tyrrhenicola,Major,1905,NA
13000307,RODENTIA,Cricetidae,Myodes,Clethrionomys,Tilesius,1850,NA
13000307,RODENTIA,Cricetidae,Myodes,Craseomys,Miller,1900,NA
13000307,RODENTIA,Cricetidae,Myodes,Evotomys,Coues,1874,NA
13000307,RODENTIA,Cricetidae,Myodes,Glareomys,Rasorenova,1952,NA
13000307,RODENTIA,Cricetidae,Myodes,Neoaschizomys,Tokuda,1935,NA
13000307,RODENTIA,Cricetidae,Myodes,Phaulomys,Thomas,1905,NA
13000320,RODENTIA,Cricetidae,Myopus,NA,NA,NA,NA
13000322,RODENTIA,Cricetidae,Neodon,Bicunedens,Hodgson,1863,NA
13000327,RODENTIA,Cricetidae,Neofiber,Schistodelta,Cope,1899,NA
13000329,RODENTIA,Cricetidae,Ondatra,Fiber,G. Cuvier,1800,NA
13000329,RODENTIA,Cricetidae,Ondatra,Moschomys,Billberg,1827,NA
13000329,RODENTIA,Cricetidae,Ondatra,Mussacus,Oken,1816,NA
13000329,RODENTIA,Cricetidae,Ondatra,Neondatra,Hibbard,1937,NA
13000329,RODENTIA,Cricetidae,Ondatra,Pliopotamys,Wilson,1933,NA
13000329,RODENTIA,Cricetidae,Ondatra,Simotes,Fischer,1817,NA
13000331,RODENTIA,Cricetidae,Phaiomys,NA,NA,NA,NA
13000333,RODENTIA,Cricetidae,Phenacomys,Propliophenacomys,L. D. Martin,1975,NA
13000336,RODENTIA,Cricetidae,Proedromys,NA,NA,NA,NA
13000338,RODENTIA,Cricetidae,Prometheomys,NA,NA,NA,NA
13000340,RODENTIA,Cricetidae,Synaptomys,Kentuckomys,Koenigswald and L. D. Martin,1984,NA
13000340,RODENTIA,Cricetidae,Synaptomys,Metaxyomys,Zakrzewski,1972,NA
13000340,RODENTIA,Cricetidae,Synaptomys,Mictomys,True,1894,NA
13000340,RODENTIA,Cricetidae,Synaptomys,Praesynaptomys,Kowalski,1977,NA
13000345,RODENTIA,Cricetidae,Volemys,NA,NA,NA,NA
13000349,RODENTIA,Cricetidae,Allocricetulus,NA,NA,NA,NA
13000352,RODENTIA,Cricetidae,Cansumys,NA,NA,NA,NA
13000354,RODENTIA,Cricetidae,Cricetulus,Allocricetus,Schaub,1930,NA
13000354,RODENTIA,Cricetidae,Cricetulus,Cricetinus,Zdansky,1928,NA
13000354,RODENTIA,Cricetidae,Cricetulus,Moldavimus,Samson and Radulesco,1973,NA
13000354,RODENTIA,Cricetidae,Cricetulus,Urocricetus,Satunin,1903,NA
13000361,RODENTIA,Cricetidae,Cricetus,Hamster,Lacepède,1799,NA
13000361,RODENTIA,Cricetidae,Cricetus,Heliomys,Gray,1873,NA
13000363,RODENTIA,Cricetidae,Mesocricetus,Mediocricetus,Nehring,1898,[nomen nudum]
13000363,RODENTIA,Cricetidae,Mesocricetus,Semicricetus,Nehring,1898,"[nomen nudum , see Pavlinov et al., 1995 a]"
13000368,RODENTIA,Cricetidae,Phodopus,Cricetiscus,Thomas,1917,NA
13000372,RODENTIA,Cricetidae,Tscherskia,Asiocricetus,Kishida,1929,NA
13000375,RODENTIA,Cricetidae,Lophiomys,Phractomys,Peters,1867,NA
13000375,RODENTIA,Cricetidae,Lophiomys,Phragmomys,Peters,1867,NA
13000378,RODENTIA,Cricetidae,Baiomys,NA,NA,NA,NA
13000381,RODENTIA,Cricetidae,Habromys,NA,NA,NA,NA
13000388,RODENTIA,Cricetidae,Hodomys,NA,NA,NA,NA
13000390,RODENTIA,Cricetidae,Isthmomys,NA,NA,NA,NA
13000393,RODENTIA,Cricetidae,Megadontomys,NA,NA,NA,NA
13000397,RODENTIA,Cricetidae,Nelsonia,NA,NA,NA,NA
13000400,RODENTIA,Cricetidae,Neotoma,Homodontomys,Goldman,1910,NA
13000400,RODENTIA,Cricetidae,Neotoma,Parahodomys,Gidley and Gazin,1933,NA
13000400,RODENTIA,Cricetidae,Neotoma,Parneotoma,Hibbard,1967,NA
13000400,RODENTIA,Cricetidae,Neotoma,Teanopus,Merriam,1903,NA
13000400,RODENTIA,Cricetidae,Neotoma,Teonoma,Gray,1843,NA
13000426,RODENTIA,Cricetidae,Neotomodon,NA,NA,NA,NA
13000428,RODENTIA,Cricetidae,Ochrotomys,NA,NA,NA,NA
13000430,RODENTIA,Cricetidae,Onychomys,NA,NA,NA,NA
13000434,RODENTIA,Cricetidae,Osgoodomys,NA,NA,NA,NA
13000436,RODENTIA,Cricetidae,Peromyscus,Haplomylomys,Osgood,1904,NA
13000436,RODENTIA,Cricetidae,Peromyscus,Sitomys,Fitzinger,1867,NA
13000436,RODENTIA,Cricetidae,Peromyscus,Vesperimus,Coues,1874,NA
13000436,RODENTIA,Cricetidae,Peromyscus,Trinodontomys,Rhoads,1894,NA
13000493,RODENTIA,Cricetidae,Podomys,NA,NA,NA,NA
13000495,RODENTIA,Cricetidae,Reithrodontomys,Aporodon,Howell,1914,NA
13000495,RODENTIA,Cricetidae,Reithrodontomys,Cudahyomys,Hibbard,1944,NA
13000495,RODENTIA,Cricetidae,Reithrodontomys,Ochetodon,Coues,1874,NA
13000518,RODENTIA,Cricetidae,Scotinomys,NA,NA,NA,NA
13000521,RODENTIA,Cricetidae,Xenomys,NA,NA,NA,NA
13000524,RODENTIA,Cricetidae,Abrawayaomys,NA,NA,NA,NA
13000526,RODENTIA,Cricetidae,Abrothrix,Chroeomys,Thomas,1916,NA
13000526,RODENTIA,Cricetidae,Abrothrix,Habrothrix,Wagner,1843,[misspelling]
13000536,RODENTIA,Cricetidae,Aepeomys,NA,NA,NA,NA
13000539,RODENTIA,Cricetidae,Akodon,Acodon,Agassiz,1846,NA
13000539,RODENTIA,Cricetidae,Akodon,Axodon,Giebel,1855,NA
13000539,RODENTIA,Cricetidae,Akodon,Chalcomys,Thomas,1916,NA
13000539,RODENTIA,Cricetidae,Akodon,Hypsimys,Thomas,1918,NA
13000539,RODENTIA,Cricetidae,Akodon,Microxus,Thomas,1909,NA
13000539,RODENTIA,Cricetidae,Akodon,Plectomys,Borchert and Hansen,1983,"[nomen nudum as per Hershkovitz, 1990 c]"
13000584,RODENTIA,Cricetidae,Amphinectomys,NA,NA,NA,NA
13000586,RODENTIA,Cricetidae,Andalgalomys,NA,NA,NA,NA
13000590,RODENTIA,Cricetidae,Andinomys,NA,NA,NA,NA
13000592,RODENTIA,Cricetidae,Anotomys,NA,NA,NA,NA
13000594,RODENTIA,Cricetidae,Auliscomys,Maresomys,Braun,1993,NA
