msw3_number_ID,msw3_accepted_sist_order,msw3_accepted_sist_family,msw3_accepted_sist_genus,msw3_synonym_name,msw3_synonym_author_name,msw3_synonym_author_year,msw3_synonym_note
10300003,MONOTREMATA,Tachyglossidae,Tachyglossus,Acanthonotus,Goldfuss,1809,NA
10300003,MONOTREMATA,Tachyglossidae,Tachyglossus,Echidna,G. Cuvier,1797,NA
10300003,MONOTREMATA,Tachyglossidae,Tachyglossus,Echinopus,G. Fischer,1814,NA
10300003,MONOTREMATA,Tachyglossidae,Tachyglossus,Syphonia,Rafinesque,1815,NA
10300010,MONOTREMATA,Tachyglossidae,Zaglossus,Acanthoglossus,Gervais,1877,NA
10300010,MONOTREMATA,Tachyglossidae,Zaglossus,Bruynia,Dubois,1882,NA
10300010,MONOTREMATA,Tachyglossidae,Zaglossus,Proechidna,Dubois,1884,NA
10300010,MONOTREMATA,Tachyglossidae,Zaglossus,Prozaglossus,Kerbert,1913,NA
10300019,MONOTREMATA,Ornithorhynchidae,Ornithorhynchus,Dermipus,Wiedermann,1800,NA
10300019,MONOTREMATA,Ornithorhynchidae,Ornithorhynchus,Platypus,Shaw,1799,"[not of Herbst, 1793]"
10400004,DIDELPHIMORPHIA,Didelphidae,Caluromys,Didelphis,Linnaeus,1758,[part]
10400004,DIDELPHIMORPHIA,Didelphidae,Caluromys,Gamba,Liais,1872,[part]
10400004,DIDELPHIMORPHIA,Didelphidae,Caluromys,Mallodelphys,Thomas,1920,"[type species Didelphis laniger Desmarest, 1820, by original designation, valid as a subgenus]"
10400004,DIDELPHIMORPHIA,Didelphidae,Caluromys,Philander,Burmeister,1856,"[preoccupied by Philander Brisson, 1762, and Philander Tiedemann, 1808]"
10400004,DIDELPHIMORPHIA,Didelphidae,Caluromys,Sarigua,Muirhead,1819,[part]
10400026,DIDELPHIMORPHIA,Didelphidae,Caluromysiops,NA,NA,NA,NA
10400028,DIDELPHIMORPHIA,Didelphidae,Glironia,NA,NA,NA,NA
10400031,DIDELPHIMORPHIA,Didelphidae,Chironectes,Gamba,Liais,1872,[part]
10400031,DIDELPHIMORPHIA,Didelphidae,Chironectes,Memina,G. Fischer,1814,NA
10400031,DIDELPHIMORPHIA,Didelphidae,Chironectes,Sarigua,Muirhead,1819,[part]
10400037,DIDELPHIMORPHIA,Didelphidae,Didelphis,Dasyurotherium,Liais,1872,[replacement name for Thylacotherium Lund]
10400037,DIDELPHIMORPHIA,Didelphidae,Didelphis,Dimerodon,Ameghino,1889,NA
10400037,DIDELPHIMORPHIA,Didelphidae,Didelphis,Gamba,Liais,1872,[part]
10400037,DIDELPHIMORPHIA,Didelphidae,Didelphis,Gambatherium,Liais,1872,[replacement name for Thylacotherium Lund]
10400037,DIDELPHIMORPHIA,Didelphidae,Didelphis,Leucodidelphis,Ihering,1914,NA
10400037,DIDELPHIMORPHIA,Didelphidae,Didelphis,Opossum,Schmid,1818,[part]
10400037,DIDELPHIMORPHIA,Didelphidae,Didelphis,Sarigua,Muirhead,1819,[part]
10400037,DIDELPHIMORPHIA,Didelphidae,Didelphis,Thylacotherium,Lund,1839,[preoccupied]
10400050,DIDELPHIMORPHIA,Didelphidae,Gracilinanus,Didelphis,Linnaeus,1758,[part]
10400050,DIDELPHIMORPHIA,Didelphidae,Gracilinanus,Grymaeomys,Burmeister,1854,[part]
10400062,DIDELPHIMORPHIA,Didelphidae,Hyladelphys,NA,NA,NA,NA
10400064,DIDELPHIMORPHIA,Didelphidae,Lestodelphys,Notodelphys,Thomas,1921,[preoccupied]
10400066,DIDELPHIMORPHIA,Didelphidae,Lutreolina,Didelphis,Linnaeus,1758,[part]
10400066,DIDELPHIMORPHIA,Didelphidae,Lutreolina,Sarigua,Muirhead,1819,[part]
10400070,DIDELPHIMORPHIA,Didelphidae,Marmosa,Asagis,Gloger,1841,NA
10400070,DIDELPHIMORPHIA,Didelphidae,Marmosa,Cuica,Liais,1872,NA
10400070,DIDELPHIMORPHIA,Didelphidae,Marmosa,Didelphis,Linnaeus,1758,[part]
10400070,DIDELPHIMORPHIA,Didelphidae,Marmosa,Grayium,Kretzoi and Kretzoi,2000,NA
10400070,DIDELPHIMORPHIA,Didelphidae,Marmosa,Grymaeomys,Burmeister,1854,NA
10400070,DIDELPHIMORPHIA,Didelphidae,Marmosa,Notagogus,Gloger,1841,NA
10400070,DIDELPHIMORPHIA,Didelphidae,Marmosa,Opossum,Schmid,1818,[part]
10400070,DIDELPHIMORPHIA,Didelphidae,Marmosa,Sarigua,Muirhead,1819,[part]
10400070,DIDELPHIMORPHIA,Didelphidae,Marmosa,Stegomarmosa,Pine,1972,NA
10400091,DIDELPHIMORPHIA,Didelphidae,Marmosops,Didelphis,Linnaeus,1758,[part]
10400091,DIDELPHIMORPHIA,Didelphidae,Marmosops,Grymaeomys,Burmeister,1854,[part]
10400091,DIDELPHIMORPHIA,Didelphidae,Marmosops,Thylamys,Gray,1821,[part]
10400109,DIDELPHIMORPHIA,Didelphidae,Metachirus,Cuica,Liais,1872,[part]
10400116,DIDELPHIMORPHIA,Didelphidae,Micoureus,Grymaeomys,Burmeister,1854,[part]
10400133,DIDELPHIMORPHIA,Didelphidae,Monodelphis,Hemiurus,Gervais,1855,NA
10400133,DIDELPHIMORPHIA,Didelphidae,Monodelphis,Microdelphys,Burmeister,1856,NA
10400133,DIDELPHIMORPHIA,Didelphidae,Monodelphis,Minuania,Cabrera,1919,NA
10400133,DIDELPHIMORPHIA,Didelphidae,Monodelphis,Monodelphiops,Matschie,1916,NA
10400133,DIDELPHIMORPHIA,Didelphidae,Monodelphis,Peramys,Lesson,1842,NA
10400152,DIDELPHIMORPHIA,Didelphidae,Philander,Gamba,Liais,1872,[part]
10400152,DIDELPHIMORPHIA,Didelphidae,Philander,Hylothylax,Cabrera,1919,NA
10400152,DIDELPHIMORPHIA,Didelphidae,Philander,Metachirops,Matschie,1916,NA
10400152,DIDELPHIMORPHIA,Didelphidae,Philander,Philander,Tiedemann,1808,NA
10400152,DIDELPHIMORPHIA,Didelphidae,Philander,Sarigua,Muirhead,1919,[part]
10400161,DIDELPHIMORPHIA,Didelphidae,Thylamys,Grymaeomys,Burmeister,1854,[part]
10400161,DIDELPHIMORPHIA,Didelphidae,Thylamys,Microdelphys,Burmeister,1856,[part]
10400161,DIDELPHIMORPHIA,Didelphidae,Thylamys,Sarigua,Muirhead,1819,[part]
10400172,DIDELPHIMORPHIA,Didelphidae,Tlacuatzin,NA,NA,NA,NA
10500003,PAUCITUBERCULATA,Caenolestidae,Caenolestes,Hyracodon,Tomes,1863,[preoccupied]
10500013,PAUCITUBERCULATA,Caenolestidae,Lestoros,Cryptolestes,Tate,1934,[preoccupied]
10500013,PAUCITUBERCULATA,Caenolestidae,Lestoros,Orolestes,Thomas,1917,[preoccupied]
10500015,PAUCITUBERCULATA,Caenolestidae,Rhyncholestes,NA,NA,NA,NA
10600003,MICROBIOTHERIA,Microbiotheriidae,Dromiciops,NA,NA,NA,NA
10700003,NOTORYCTEMORPHIA,Notoryctidae,Notoryctes,Neoryctes,Stirling,1891,NA
10700003,NOTORYCTEMORPHIA,Notoryctidae,Notoryctes,Psammoryctes,Stirling,1889,NA
10800003,DASYUROMORPHIA,Thylacinidae,Thylacinus,Lycaon,Wagler,1830,"[preoccupied by Lycaon Brooks, 1827, a canid]"
10800003,DASYUROMORPHIA,Thylacinidae,Thylacinus,Paracyon,Gray,1843,NA
10800003,DASYUROMORPHIA,Thylacinidae,Thylacinus,Peralopex,Gloger,1841,NA
10800006,DASYUROMORPHIA,Myrmecobiidae,Myrmecobius,NA,NA,NA,NA
10800013,DASYUROMORPHIA,Dasyuridae,Dasycercus,Amperta,Cabrera,1919,NA
10800013,DASYUROMORPHIA,Dasyuridae,Dasycercus,Chaetocercus,Krefft,1867,"[preoccupied by Gray, 1855]"
10800015,DASYUROMORPHIA,Dasyuridae,Dasykaluta,NA,NA,NA,NA
10800017,DASYUROMORPHIA,Dasyuridae,Dasyuroides,NA,NA,NA,NA
10800019,DASYUROMORPHIA,Dasyuridae,Dasyurus,Dasyurinus,Matschie,1916,NA
10800019,DASYUROMORPHIA,Dasyuridae,Dasyurus,Dasyurops,Matschie,1916,NA
10800019,DASYUROMORPHIA,Dasyuridae,Dasyurus,Nasira,Harvey,1841,NA
10800019,DASYUROMORPHIA,Dasyuridae,Dasyurus,Notoctonus,Pocock,1926,NA
10800019,DASYUROMORPHIA,Dasyuridae,Dasyurus,Satanellus,Pocock,1926,NA
10800019,DASYUROMORPHIA,Dasyuridae,Dasyurus,Stictophonus,Pocock,1926,NA
10800026,DASYUROMORPHIA,Dasyuridae,Myoictis,NA,NA,NA,NA
10800029,DASYUROMORPHIA,Dasyuridae,Neophascogale,NA,NA,NA,NA
10800031,DASYUROMORPHIA,Dasyuridae,Parantechinus,NA,NA,NA,NA
10800033,DASYUROMORPHIA,Dasyuridae,Phascolosorex,NA,NA,NA,NA
10800039,DASYUROMORPHIA,Dasyuridae,Pseudantechinus,NA,NA,NA,NA
10800046,DASYUROMORPHIA,Dasyuridae,Sarcophilus,Diabolus,Gray,1841,NA
10800046,DASYUROMORPHIA,Dasyuridae,Sarcophilus,Ursinus,Boitard,1841,NA
10800051,DASYUROMORPHIA,Dasyuridae,Antechinus,NA,NA,NA,NA
10800064,DASYUROMORPHIA,Dasyuridae,Micromurexia,NA,NA,NA,NA
10800066,DASYUROMORPHIA,Dasyuridae,Murexechinus,NA,NA,NA,NA
10800068,DASYUROMORPHIA,Dasyuridae,Murexia,NA,NA,NA,NA
10800070,DASYUROMORPHIA,Dasyuridae,Paramurexia,NA,NA,NA,NA
10800072,DASYUROMORPHIA,Dasyuridae,Phascomurexia,NA,NA,NA,NA
10800074,DASYUROMORPHIA,Dasyuridae,Phascogale,Ascogale,Gloger,1841,NA
10800074,DASYUROMORPHIA,Dasyuridae,Phascogale,Phascologale,Lenz,1831,NA
10800074,DASYUROMORPHIA,Dasyuridae,Phascogale,Phascoloictis,Matschie,1916,NA
10800074,DASYUROMORPHIA,Dasyuridae,Phascogale,Tapoa,Lesson,1842,NA
10800079,DASYUROMORPHIA,Dasyuridae,Antechinomys,NA,NA,NA,NA
10800081,DASYUROMORPHIA,Dasyuridae,Ningaui,NA,NA,NA,NA
10800085,DASYUROMORPHIA,Dasyuridae,Sminthopsis,Podabrus,Gould,1845,"[not of Westwood, 1840]"
10800111,DASYUROMORPHIA,Dasyuridae,Planigale,NA,NA,NA,NA
10900003,PERAMELEMORPHIA,Thylacomyidae,Macrotis,Paragalia,Gray,1841,NA
10900003,PERAMELEMORPHIA,Thylacomyidae,Macrotis,Peragale,Lydekker,1887,NA
10900003,PERAMELEMORPHIA,Thylacomyidae,Macrotis,Phalacomys,Anonymous,1854,NA
10900003,PERAMELEMORPHIA,Thylacomyidae,Macrotis,Thalaconus,"Richardson, Dallas, Cobbold, Baird and White",1862,NA
10900003,PERAMELEMORPHIA,Thylacomyidae,Macrotis,Thylacomys,Blyth,1840,NA
10900007,PERAMELEMORPHIA,Chaeropodidae,Chaeropus,Choeropus,Waterhouse,1841,NA
10900011,PERAMELEMORPHIA,Peramelidae,Isoodon,Thylacis,Haltenorth,1958,"[not of Illiger, 1811 (= Perameles )]"
10900022,PERAMELEMORPHIA,Peramelidae,Perameles,Thylacis,Illiger,1811,NA
10900028,PERAMELEMORPHIA,Peramelidae,Peroryctes,NA,NA,NA,NA
10900034,PERAMELEMORPHIA,Peramelidae,Echymipera,Peramelopsis,Heude,1896,NA
10900034,PERAMELEMORPHIA,Peramelidae,Echymipera,Suillomeles,Allen and Barbour,1909,NA
10900046,PERAMELEMORPHIA,Peramelidae,Microperoryctes,Ornoryctes,Tate and Archbold,1937,NA
10900053,PERAMELEMORPHIA,Peramelidae,Rhynchomeles,NA,NA,NA,NA
11000004,DIPROTODONTIA,Phascolarctidae,Phascolarctos,Draximenus,Lay,1825,NA
11000004,DIPROTODONTIA,Phascolarctidae,Phascolarctos,Koala,Schinz,1821,NA
11000004,DIPROTODONTIA,Phascolarctidae,Phascolarctos,Lipurus,Goldfuss,1817,NA
11000004,DIPROTODONTIA,Phascolarctidae,Phascolarctos,Liscurus,McMurtie,1834,NA
11000004,DIPROTODONTIA,Phascolarctidae,Phascolarctos,Morodactylus,Goldfuss,1820,NA
11000007,DIPROTODONTIA,Vombatidae,Lasiorhinus,Wombatula,Iredale and Troughton,1934,NA
11000013,DIPROTODONTIA,Vombatidae,Vombatus,Amblotis,Illiger,1811,NA
11000013,DIPROTODONTIA,Vombatidae,Vombatus,Opossum,Perry,1810,NA
11000013,DIPROTODONTIA,Vombatidae,Vombatus,Phascolomis,É. Geoffroy,1803,NA
11000013,DIPROTODONTIA,Vombatidae,Vombatus,Phascolomus,Rafinesque,1815,NA
11000013,DIPROTODONTIA,Vombatidae,Vombatus,Phascolomys,Duméril,1806,NA
11000013,DIPROTODONTIA,Vombatidae,Vombatus,Wombatus,Desmarest,1804,NA
11000018,DIPROTODONTIA,Burramyidae,Burramys,NA,NA,NA,NA
11000020,DIPROTODONTIA,Burramyidae,Cercartetus,Dromicia,Gray,1841,NA
11000020,DIPROTODONTIA,Burramyidae,Cercartetus,Dromiciella,Matschie,1916,NA
11000020,DIPROTODONTIA,Burramyidae,Cercartetus,Dromiciola,Matschie,1916,NA
11000020,DIPROTODONTIA,Burramyidae,Cercartetus,Eudromicia,Mjöberg,1916,NA
11000033,DIPROTODONTIA,Phalangeridae,Ailurops,Ceonix,Temminck,1827,NA
11000033,DIPROTODONTIA,Phalangeridae,Ailurops,Eucuscus,Gray,1862,NA
11000042,DIPROTODONTIA,Phalangeridae,Phalanger,Balantia,Illiger,1811,NA
11000042,DIPROTODONTIA,Phalangeridae,Phalanger,Coescoes,Lacépède,1799,NA
11000042,DIPROTODONTIA,Phalangeridae,Phalanger,Cuscus,Lesson,1826,NA
11000042,DIPROTODONTIA,Phalangeridae,Phalanger,Phalangista,E. Geoffroy St. Hilaire and G. Cuvier,1795,NA
11000042,DIPROTODONTIA,Phalangeridae,Phalanger,Sipalus,G. Fischer,1813,NA
11000066,DIPROTODONTIA,Phalangeridae,Spilocuscus,NA,NA,NA,NA
11000076,DIPROTODONTIA,Phalangeridae,Strigocuscus,NA,NA,NA,NA
11000084,DIPROTODONTIA,Phalangeridae,Trichosurus,Cercaertus,Burmeister,1837,NA
11000084,DIPROTODONTIA,Phalangeridae,Trichosurus,Psilogrammurus,Gloger,1841,NA
11000084,DIPROTODONTIA,Phalangeridae,Trichosurus,Tapoa,Owen,1839,NA
11000084,DIPROTODONTIA,Phalangeridae,Trichosurus,Trichurus,Wagner,1843,NA
11000090,DIPROTODONTIA,Phalangeridae,Wyulda,NA,NA,NA,NA
11000095,DIPROTODONTIA,Pseudocheiridae,Hemibelideus,NA,NA,NA,NA
11000097,DIPROTODONTIA,Pseudocheiridae,Petauroides,Petaurista,Desmarest,1820,NA
11000097,DIPROTODONTIA,Pseudocheiridae,Petauroides,Schoinobates,Iredale and Troughton,1934,NA
11000097,DIPROTODONTIA,Pseudocheiridae,Petauroides,Volucella,Bechstein,1800,NA
11000102,DIPROTODONTIA,Pseudocheiridae,Petropseudes,NA,NA,NA,NA
11000104,DIPROTODONTIA,Pseudocheiridae,Pseudocheirus,Hepoona,Gray,1841,NA
11000104,DIPROTODONTIA,Pseudocheiridae,Pseudocheirus,Pseudochirus,Ogilby,1836,NA
11000104,DIPROTODONTIA,Pseudocheiridae,Pseudocheirus,Ptenos,Gray,1843,NA
11000110,DIPROTODONTIA,Pseudocheiridae,Pseudochirulus,NA,NA,NA,NA
11000127,DIPROTODONTIA,Pseudocheiridae,Pseudochirops,NA,NA,NA,NA
11000140,DIPROTODONTIA,Petauridae,Dactylopsila,Dactylonax,Thomas,1910,NA
11000149,DIPROTODONTIA,Petauridae,Gymnobelideus,NA,NA,NA,NA
11000151,DIPROTODONTIA,Petauridae,Petaurus,Belideus,Waterhouse,1839,NA
11000151,DIPROTODONTIA,Petauridae,Petaurus,Petaurella,Matschie,1916,NA
11000151,DIPROTODONTIA,Petauridae,Petaurus,Petaurula,Matschie,1916,NA
11000151,DIPROTODONTIA,Petauridae,Petaurus,Ptilotus,G. Fischer,1814,NA
11000151,DIPROTODONTIA,Petauridae,Petaurus,Xenochirus,Gloger,1841,NA
11000165,DIPROTODONTIA,Tarsipedidae,Tarsipes,NA,NA,NA,NA
11000168,DIPROTODONTIA,Acrobatidae,Acrobates,NA,NA,NA,NA
11000170,DIPROTODONTIA,Acrobatidae,Distoechurus,NA,NA,NA,NA
11000174,DIPROTODONTIA,Hypsiprymnodontidae,Hypsiprymnodon,Pleopus,Owen,1877,NA
11000177,DIPROTODONTIA,Potoroidae,Aepyprymnus,NA,NA,NA,NA
11000179,DIPROTODONTIA,Potoroidae,Bettongia,Bettongiops,Matschie,1916,NA
11000184,DIPROTODONTIA,Potoroidae,Caloprymnus,NA,NA,NA,NA
11000186,DIPROTODONTIA,Potoroidae,Potorous,Hypsiprymnus,Illiger,1811,NA
11000186,DIPROTODONTIA,Potoroidae,Potorous,Patoroo,Partington,1839,NA
11000186,DIPROTODONTIA,Potoroidae,Potorous,Potoroiis,Rafinseque,1815,NA
11000186,DIPROTODONTIA,Potoroidae,Potorous,Potoroo,Berthold,1827,NA
11000186,DIPROTODONTIA,Potoroidae,Potorous,Potoroops,Matschie,1916,NA
11000195,DIPROTODONTIA,Macropodidae,Lagostrophus,NA,NA,NA,NA
11000200,DIPROTODONTIA,Macropodidae,Dendrolagus,NA,NA,NA,NA
11000220,DIPROTODONTIA,Macropodidae,Dorcopsis,NA,NA,NA,NA
11000231,DIPROTODONTIA,Macropodidae,Dorcopsulus,NA,NA,NA,NA
11000234,DIPROTODONTIA,Macropodidae,Lagorchestes,Lagocheles,Owen,1842,[nomen nudum]
11000239,DIPROTODONTIA,Macropodidae,Macropus,Boriogale,Owen,1874,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Dendrodorcopsis,W. Rothschild,1903,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Gerboides,Gervais,1855,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Gigantomys,Link,1794,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Halmatopus,Wagner,1841,[error]
11000239,DIPROTODONTIA,Macropodidae,Macropus,Halmaturus,Illiger,1811,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Kalmaturus,Gervais,1835,[error]
11000239,DIPROTODONTIA,Macropodidae,Macropus,Kanguroo,Lacépède,1799,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Kangurus,E. Geoffroy St. Hilaire and G. Cuvier,1795,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Megaleia,Gistel,1848,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Notamacropus,Dawson and Flannery,1985,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Osphranter,Gould,1842,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Phascolagus,Owen,1874,NA
11000239,DIPROTODONTIA,Macropodidae,Macropus,Prionotemmus,Stirton,1955,NA
11000273,DIPROTODONTIA,Macropodidae,Onychogalea,NA,NA,NA,NA
11000277,DIPROTODONTIA,Macropodidae,Petrogale,Heteropus,Jourdan,1837,"[not of Fitzinger, 1826]"
11000277,DIPROTODONTIA,Macropodidae,Petrogale,Peradorcas,Tomas,1904,NA
11000299,DIPROTODONTIA,Macropodidae,Setonix,NA,NA,NA,NA
11000301,DIPROTODONTIA,Macropodidae,Thylogale,NA,NA,NA,NA
11000313,DIPROTODONTIA,Macropodidae,Wallabia,NA,NA,NA,NA
11100005,AFROSORICIDA,Tenrecidae,Geogale,Cryptogale,G. Grandidier,1928,"[see Genest and Petter, 1975]"
11100010,AFROSORICIDA,Tenrecidae,Limnogale,NA,NA,NA,NA
11100012,AFROSORICIDA,Tenrecidae,Microgale,Leptogale,Thomas,1918,NA
11100012,AFROSORICIDA,Tenrecidae,Microgale,Nesogale,Thomas,1918,NA
11100012,AFROSORICIDA,Tenrecidae,Microgale,Paramicrogale,G. Grandidier and Petit,1931,NA
11100031,AFROSORICIDA,Tenrecidae,Oryzorictes,Oryzoryctes,Trouessart,1879,[invalid emendation]
11100031,AFROSORICIDA,Tenrecidae,Oryzorictes,Nesoryctes,Thomas,1918,NA
11100035,AFROSORICIDA,Tenrecidae,Micropotamogale,Kivugale,Kretzoi,1961,NA
11100035,AFROSORICIDA,Tenrecidae,Micropotamogale,Mesopotamogale,Heim de Balsac,1956,"[see Corbet, 1974]"
11100038,AFROSORICIDA,Tenrecidae,Potamogale,Bayonia,Bocage,1865,NA
11100038,AFROSORICIDA,Tenrecidae,Potamogale,Mystomys,Gray,1861,NA
11100038,AFROSORICIDA,Tenrecidae,Potamogale,Mythomys,Gray,1862,NA
11100041,AFROSORICIDA,Tenrecidae,Echinops,Echinogale,Wagner,1841,NA
11100043,AFROSORICIDA,Tenrecidae,Hemicentetes,Centetes,Schinz and Brodtmann,1827,"[not Illiger, 1811]"
11100043,AFROSORICIDA,Tenrecidae,Hemicentetes,Echinodes,Pomel,1848,[nomen nudum]
11100043,AFROSORICIDA,Tenrecidae,Hemicentetes,Ericius,Giebel,1871,"[not Tilesius, 1813, not Sundevall, 1814]"
11100043,AFROSORICIDA,Tenrecidae,Hemicentetes,Ericus,Bergroth,1902,NA
11100043,AFROSORICIDA,Tenrecidae,Hemicentetes,Eteocles,Gray,1821,NA
11100046,AFROSORICIDA,Tenrecidae,Setifer,Dasogale,G. Grandidier,1930,NA
11100046,AFROSORICIDA,Tenrecidae,Setifer,Ericulus,I. Geoffroy,1837,NA
11100046,AFROSORICIDA,Tenrecidae,Setifer,Hericulus,Gloger,1841,NA
11100048,AFROSORICIDA,Tenrecidae,Tenrec,Tenrecus,Desmarest,1820,NA
11100053,AFROSORICIDA,Chrysochloridae,Carpitalpa,NA,NA,NA,NA
11100055,AFROSORICIDA,Chrysochloridae,Chlorotalpa,NA,NA,NA,NA
11100062,AFROSORICIDA,Chrysochloridae,Chrysochloris,Kilimatalpa,Lundholm,1955,NA
11100071,AFROSORICIDA,Chrysochloridae,Chrysospalax,Bematiscus,Cope,1892,"[see Ellerman et al., 1953]"
11100080,AFROSORICIDA,Chrysochloridae,Cryptochloris,NA,NA,NA,NA
11100083,AFROSORICIDA,Chrysochloridae,Eremitalpa,NA,NA,NA,NA
11100088,AFROSORICIDA,Chrysochloridae,Amblysomus,NA,NA,NA,NA
11100101,AFROSORICIDA,Chrysochloridae,Calcochloris,Chrysotricha,Broom,1907,NA
11100101,AFROSORICIDA,Chrysochloridae,Calcochloris,Huetia,Forcart,1942,NA
11100112,AFROSORICIDA,Chrysochloridae,Neamblysomus,NA,NA,NA,NA
11200003,MACROSCELIDEA,Macroscelididae,Elephantulus,Elephantomys,Broom,1937,NA
11200003,MACROSCELIDEA,Macroscelididae,Elephantulus,Nasilio,Thomas and Schwann,1906,NA
11200022,MACROSCELIDEA,Macroscelididae,Macroscelides,Eumerus,I. Geoffroy,1829,NA
11200022,MACROSCELIDEA,Macroscelididae,Macroscelides,Macroscelis,Fisher,1830,NA
11200022,MACROSCELIDEA,Macroscelididae,Macroscelides,Rhinomys,Lichtenstein,1831,NA
11200026,MACROSCELIDEA,Macroscelididae,Petrodromus,Cercoctenus,Hollister,1916,NA
11200026,MACROSCELIDEA,Macroscelididae,Petrodromus,Mesoctenus,Thomas,1918,NA
11200037,MACROSCELIDEA,Macroscelididae,Rhynchocyon,Rhinonax,Thomas,1918,NA
11300003,TUBULIDENTATA,Orycteropodidae,Orycteropus,NA,NA,NA,NA
11400003,HYRACOIDEA,Procaviidae,Dendrohyrax,NA,NA,NA,NA
11400012,HYRACOIDEA,Procaviidae,Heterohyrax,NA,NA,NA,NA
11400039,HYRACOIDEA,Procaviidae,Procavia,Euhyrax,Gray,1868,NA
11400039,HYRACOIDEA,Procaviidae,Procavia,Hyrax,Hermann,1783,NA
11400039,HYRACOIDEA,Procaviidae,Procavia,Procauia,Storr,1780,NA
11500003,PROBOSCIDEA,Elephantidae,Elephas,Elephantus,É. Geoffroy Saint-Hilaire and Cuvier,1795,[not Cuvier and Geoffroy Saint-Hilaire]
11500008,PROBOSCIDEA,Elephantidae,Loxodonta,Loxodon,Falconer,1857,NA
11600004,SIRENIA,Dugongidae,Dugong,Amblychilus,Fischer von Waldheim,1814,NA
11600004,SIRENIA,Dugongidae,Dugong,Dugongidus,Gray,1821,NA
11600004,SIRENIA,Dugongidae,Dugong,Dugungus,Tiedemann,1808,NA
11600004,SIRENIA,Dugongidae,Dugong,Halicore,Illiger,1811,NA
11600004,SIRENIA,Dugongidae,Dugong,Platystomus,G. Fischer,1803,NA
11600007,SIRENIA,Dugongidae,Hydrodamalis,Haligyna,Billberg,1827,"[see Doming, 1996]"
11600007,SIRENIA,Dugongidae,Hydrodamalis,Manati,Zimmermann,1780,NA
11600007,SIRENIA,Dugongidae,Hydrodamalis,Nepus,Fischer von Waldheim,1814,NA
11600007,SIRENIA,Dugongidae,Hydrodamalis,Rytina,Illiger,1811,NA
11600007,SIRENIA,Dugongidae,Hydrodamalis,Sirene,Link,1794,NA
11600007,SIRENIA,Dugongidae,Hydrodamalis,Stellera,Bowdich,1821,NA
11600007,SIRENIA,Dugongidae,Hydrodamalis,Stellerus,Desmarest,1822,NA
11600010,SIRENIA,Trichechidae,Trichechus,Halipaedisca,Gistel,1848,NA
11600010,SIRENIA,Trichechidae,Trichechus,Manatus,Brünnich,1771,NA
11600010,SIRENIA,Trichechidae,Trichechus,Oxystomus,G. Fischer von Waldheim,1803,NA
11600010,SIRENIA,Trichechidae,Trichechus,Trichecus,Owken,1816,NA
11700004,CINGULATA,Dasypodidae,Dasypus,Cachicamus,McMurtrie,1831,NA
11700004,CINGULATA,Dasypodidae,Dasypus,Cataphractus,Storr,1780,NA
11700004,CINGULATA,Dasypodidae,Dasypus,Cryptophractus,Fitzinger,1856,NA
11700004,CINGULATA,Dasypodidae,Dasypus,Hyperoambon,Peters,1864,NA
11700004,CINGULATA,Dasypodidae,Dasypus,Loricatus,Desmarest,1804,NA
11700004,CINGULATA,Dasypodidae,Dasypus,Muletia,Gray,1874,NA
11700004,CINGULATA,Dasypodidae,Dasypus,Praopus,Burmeister,1854,NA
11700004,CINGULATA,Dasypodidae,Dasypus,Tatu,Blumenbach,1779,NA
11700004,CINGULATA,Dasypodidae,Dasypus,Tatusia,Lesson,1827,NA
11700004,CINGULATA,Dasypodidae,Dasypus,Zonoplites,Gloger,1841,NA
11700021,CINGULATA,Dasypodidae,Calyptophractus,Burmeisteria,Gray,1865,[preoccupied]
11700023,CINGULATA,Dasypodidae,Chaetophractus,Dasyphractus,Fitzinger,1871,NA
11700029,CINGULATA,Dasypodidae,Chlamyphorus,Chlamydophorus,Wagler,1830,"[it is an unjustified emendation of Chlamyphorus Harlan, the names Chlamiphorus Contreras, 1973, Chlamydephorus Lenz, 1831, and Chlamydiphorus Bonaparte, 1831, are incorrect subsequent spellings of Chlamyphorus Harlan"
11700031,CINGULATA,Dasypodidae,Euphractus,Encoubertus,McMurtrie,1831,NA
11700031,CINGULATA,Dasypodidae,Euphractus,Pseudotroctes,Gloger,1841,NA
11700031,CINGULATA,Dasypodidae,Euphractus,Scleropleura,Milne-Edwards,1871,NA
11700038,CINGULATA,Dasypodidae,Zaedyus,NA,NA,NA,NA
11700043,CINGULATA,Dasypodidae,Cabassous,Arizostus,Gloger,1841,NA
11700043,CINGULATA,Dasypodidae,Cabassous,Lysiurus,Ameghino,1891,NA
11700043,CINGULATA,Dasypodidae,Cabassous,Tatoua,Gray,1865,NA
11700043,CINGULATA,Dasypodidae,Cabassous,Xenurus,Wagler,1830,[preoccupied]
