msw3_number_ID,msw3_accepted_sist_order,msw3_accepted_sist_family,msw3_accepted_sist_genus,msw3_accepted_author_name,msw3_accepted_author_year,msw3_synonym_name,msw3_synonym_author_name,msw3_synonym_author_year,msw3_synonym_note
12100757,PRIMATES,Hylobatidae,Hylobates,Illiger,1811,Cheiron,Burnett,1829,NA
12100757,PRIMATES,Hylobatidae,Hylobates,Illiger,1811,Gibbon,Zimmermann,1777,"[Rejected by Int. Comm. Zool. Nomencl. (1954), Opinion 257]"
12100757,PRIMATES,Hylobatidae,Hylobates,Illiger,1811,Laratus,Gray,1821,NA
12100757,PRIMATES,Hylobatidae,Hylobates,Illiger,1811,Methylobates,Ameghino,1882,[in part]
12100773,PRIMATES,Hylobatidae,Nomascus,Miller,1933,NA,NA,NA,NA
12100784,PRIMATES,Hylobatidae,Symphalangus,Gloger,1841,Siamanga,Gray,1843,NA
12100787,PRIMATES,Hominidae,Gorilla,I. Geoffroy,1852,Pseudogorilla,Elliot,1913,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Africanthropus,Weinert,1938,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Anthropus,Boyd Dawkins,1926,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Archanthropus,Arldt,1915,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Atlanthropus,Arambourg,1954,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Cyphanthropus,Pycraft,1928,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Europanthropus,Wüst,1950,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Javanthropus,Oppenoorth,1932,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Maueranthropus,Montandon,1943,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Meganthropus,Weidenreich,1944,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Nipponanthropus,Hasebe,1948,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Notanthropus,Sergi,1911,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Palaeanthropus,Bonarelli,1907,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Pithecanthropus,Dubois,1894,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Praehomo,von Eickstedt,1932,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Proanthropus,Wilser,1900,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Pseudhomo,Ameghino,1909,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Sinanthropus,Black and Zdansky,1927,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Tchadanthropus,Coppens,1965,NA
12100794,PRIMATES,Hominidae,Homo,Linnaeus,1758,Telanthropus,Broom and Robinson,1949,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Anthropithecus,Lesson,1840,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Anthropopithecus,de Blainville,1838,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Bonobo,Tratz and Heck,1954,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Chimpansee,Voigt,1831,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Engeco,Haeckel,1866,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Fsihego,de Pauw,1905,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Hylanthropus,Gloger,1841,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Mimetes,Anonymous,1820,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Pongo,Haeckel,1866,"[not of Lacépède, 1799]"
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Pseudanthropos,Reichenbach,1860,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Satyrus,Mayer,1856,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Theranthropus,Brookes,1828,NA
12100796,PRIMATES,Hominidae,Pan,Oken,1816,Troglodytes,É. Geoffroy,1812,"[not of Vieillot, 1806]"
12100803,PRIMATES,Hominidae,Pongo,Lacépède,1799,Faunus,Oken,1816,[unavailable]
12100803,PRIMATES,Hominidae,Pongo,Lacépède,1799,Lophotus,Fischer,1813,NA
12100803,PRIMATES,Hominidae,Pongo,Lacépède,1799,Macrobates,Bilberg,1828,NA
12100803,PRIMATES,Hominidae,Pongo,Lacépède,1799,Satyrus,Lesson,1840,NA
12300003,RODENTIA,Aplodontiidae,Aplodontia,Richardson,1829,Apludontia,Fischer,1830,NA
12300003,RODENTIA,Aplodontiidae,Aplodontia,Richardson,1829,Apluodontia,Richardson,1837,NA
12300003,RODENTIA,Aplodontiidae,Aplodontia,Richardson,1829,Haplodon,Wagler,1830,NA
12300003,RODENTIA,Aplodontiidae,Aplodontia,Richardson,1829,Haplodus,Coues,1877,NA
12300003,RODENTIA,Aplodontiidae,Aplodontia,Richardson,1829,Haploodon,Brandt,1855,NA
12300003,RODENTIA,Aplodontiidae,Aplodontia,Richardson,1829,Haploodus,Coues,1877,NA
12300003,RODENTIA,Aplodontiidae,Aplodontia,Richardson,1829,Haploudon,Coues,1877,NA
12300003,RODENTIA,Aplodontiidae,Aplodontia,Richardson,1829,Haploudontia,Coues,1889,NA
12300003,RODENTIA,Aplodontiidae,Aplodontia,Richardson,1829,Haploudus,Coues,1877,NA
12300003,RODENTIA,Aplodontiidae,Aplodontia,Richardson,1829,Hapludon,Brandt,1855,NA
12400003,RODENTIA,Sciuridae,Ratufa,Gray,1867,Eosciurus,Trouessart,1880,NA
12400003,RODENTIA,Sciuridae,Ratufa,Gray,1867,Rukaia,Gray,1867,NA
12400035,RODENTIA,Sciuridae,Sciurillus,Thomas,1914,NA,NA,NA,NA
12400042,RODENTIA,Sciuridae,Microsciurus,J. A. Allen,1895,NA,NA,NA,NA
12400064,RODENTIA,Sciuridae,Rheithrosciurus,Gray,1867,Rhithrosciurus,Hose,1893,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Aphrontis,Schultze,1893,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Araeosciurus,Nelson,1899,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Baiosciurus,Nelson,1899,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Echinosciurus,Trouessart,1880,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Guerlinguetus,Gray,1821,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Hadrosciurus,J. A. Allen,1915,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Hesperosciurus,Nelson,1899,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Histriosciurus,J. A. Allen,1915,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Leptosciurus,J. A. Allen,1915,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Macroxus,F. Cuvier,1823,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Mesosciurus,J. A. Allen,1915,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Neosciurus,Trouessart,1880,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Oreosciurus,Ognev,1935,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Otosciurus,Nelson,1899,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Parasciurus,Trouessart,1880,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Simosciurus,J. A. Allen,1915,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Tenes,Thomas,1909,NA
12400066,RODENTIA,Sciuridae,Sciurus,Linnaeus,1758,Urosciurus,J. A. Allen,1915,NA
12400247,RODENTIA,Sciuridae,Syntheosciurus,Bangs,1902,NA,NA,NA,NA
12400249,RODENTIA,Sciuridae,Tamiasciurus,Trouessart,1880,NA,NA,NA,NA
12400280,RODENTIA,Sciuridae,Aeretes,G. M. Allen,1940,NA,NA,NA,NA
12400284,RODENTIA,Sciuridae,Aeromys,Robinson and Kloss,1915,NA,NA,NA,NA
12400289,RODENTIA,Sciuridae,Belomys,Thomas,1908,NA,NA,NA,NA
12400293,RODENTIA,Sciuridae,Biswamoyopterus,Saha,1981,NA,NA,NA,NA
12400295,RODENTIA,Sciuridae,Eoglaucomys,A. H. Howell,1915,NA,NA,NA,NA
12400299,RODENTIA,Sciuridae,Eupetaurus,Thomas,1888,NA,NA,NA,NA
12400301,RODENTIA,Sciuridae,Glaucomys,Thomas,1908,NA,NA,NA,NA
12400340,RODENTIA,Sciuridae,Hylopetes,Thomas,1908,NA,NA,NA,NA
12400359,RODENTIA,Sciuridae,Iomys,Thomas,1908,NA,NA,NA,NA
12400366,RODENTIA,Sciuridae,Petaurillus,Thomas,1908,NA,NA,NA,NA
12400370,RODENTIA,Sciuridae,Petaurista,Link,1795,Galeolemur,Lesson,1840,NA
12400422,RODENTIA,Sciuridae,Petinomys,Thomas,1908,Olisthomys,Carter,1942,NA
12400432,RODENTIA,Sciuridae,Pteromys,G. Cuvier,1800,Sciuropterus,F. Cuvier,1825,NA
12400439,RODENTIA,Sciuridae,Pteromyscus,Thomas,1908,NA,NA,NA,NA
12400443,RODENTIA,Sciuridae,Trogopterus,Heude,1898,NA,NA,NA,NA
12400446,RODENTIA,Sciuridae,Callosciurus,Gray,1867,Baginia,Gray,1867,NA
12400446,RODENTIA,Sciuridae,Callosciurus,Gray,1867,Erythrosciurus,Gray,1867,NA
12400446,RODENTIA,Sciuridae,Callosciurus,Gray,1867,Hessonoglyphotes,Moore,1959,NA
12400446,RODENTIA,Sciuridae,Callosciurus,Gray,1867,Heterosciurus,Trouessart,1880,NA
12400446,RODENTIA,Sciuridae,Callosciurus,Gray,1867,Tomeutes,Thomas,1915,NA
12400537,RODENTIA,Sciuridae,Dremomys,Heude,1898,Zetis,Thomas,1908,[Type species S. rufigenis Blanford]
12400562,RODENTIA,Sciuridae,Exilisciurus,Moore,1958,NA,NA,NA,NA
12400566,RODENTIA,Sciuridae,Funambulus,Lesson,1835,Palmista,Gray,1867,NA
12400566,RODENTIA,Sciuridae,Funambulus,Lesson,1835,Prasadsciurus,Moore and Tate,1965,NA
12400566,RODENTIA,Sciuridae,Funambulus,Lesson,1835,Tamiodes,Pocock,1923,NA
12400585,RODENTIA,Sciuridae,Glyphotes,Thomas,1898,NA,NA,NA,NA
12400587,RODENTIA,Sciuridae,Hyosciurus,Archbold and Tate,1935,NA,NA,NA,NA
12400590,RODENTIA,Sciuridae,Lariscus,Thomas and Wroughton,1909,Laria,Gray,1867,"[not Scopoli, 1763]"
12400590,RODENTIA,Sciuridae,Lariscus,Thomas and Wroughton,1909,Paralariscus,Ellerman,1947,NA
12400605,RODENTIA,Sciuridae,Menetes,Thomas,1908,NA,NA,NA,NA
12400614,RODENTIA,Sciuridae,Nannosciurus,Trouessart,1880,NA,NA,NA,NA
12400620,RODENTIA,Sciuridae,Prosciurillus,Ellerman,1947,NA,NA,NA,NA
12400633,RODENTIA,Sciuridae,Rhinosciurus,Blyth,1856,NA,NA,NA,NA
12400638,RODENTIA,Sciuridae,Rubrisciurus,Ellerman,1954,NA,NA,NA,NA
12400640,RODENTIA,Sciuridae,Sundasciurus,Moore,1958,Aletesciurus,Moore,1958,NA
12400675,RODENTIA,Sciuridae,Tamiops,J. A. Allen,1906,NA,NA,NA,NA
12400698,RODENTIA,Sciuridae,Atlantoxerus,Forsyth Major,1893,NA,NA,NA,NA
12400700,RODENTIA,Sciuridae,Spermophilopsis,Blasius,1884,NA,NA,NA,NA
12400705,RODENTIA,Sciuridae,Xerus,Hemprich and Ehrenberg,1833,Euxerus,Thomas,1909,NA
12400705,RODENTIA,Sciuridae,Xerus,Hemprich and Ehrenberg,1833,Geosciurus,Smith,1834,NA
12400728,RODENTIA,Sciuridae,Epixerus,Thomas,1909,NA,NA,NA,NA
12400733,RODENTIA,Sciuridae,Funisciurus,Trouessart,1880,NA,NA,NA,NA
12400767,RODENTIA,Sciuridae,Heliosciurus,Trouessart,1880,NA,NA,NA,NA
12400823,RODENTIA,Sciuridae,Myosciurus,Thomas,1909,NA,NA,NA,NA
12400825,RODENTIA,Sciuridae,Paraxerus,Forsyth Major,1893,Aethosciurus,Thomas,1916,NA
12400825,RODENTIA,Sciuridae,Paraxerus,Forsyth Major,1893,Montisciurus,Eisentraut,1976,NA
12400825,RODENTIA,Sciuridae,Paraxerus,Forsyth Major,1893,Tamiscus,Thomas,1918,NA
12400872,RODENTIA,Sciuridae,Protoxerus,Forsyth Major,1893,Allosciurus,Conisbee,1953,NA
12400892,RODENTIA,Sciuridae,Ammospermophilus,Merriam,1892,NA,NA,NA,NA
12400909,RODENTIA,Sciuridae,Cynomys,Rafinesque,1817,Arctomys,Ord,1815,NA
12400909,RODENTIA,Sciuridae,Cynomys,Rafinesque,1817,Cynomomus,Osborn,1894,NA
12400909,RODENTIA,Sciuridae,Cynomys,Rafinesque,1817,Leucocrossuromys,Hollister,1916,NA
12400909,RODENTIA,Sciuridae,Cynomys,Rafinesque,1817,Mamcynomiscus,Herrera,1899,NA
12400909,RODENTIA,Sciuridae,Cynomys,Rafinesque,1817,Monax,Warden,1819,NA
12400921,RODENTIA,Sciuridae,Marmota,Blumenbach,1779,Arctomys,Schreber,1780,NA
12400921,RODENTIA,Sciuridae,Marmota,Blumenbach,1779,Glis,Erxleben,1777,NA
12400921,RODENTIA,Sciuridae,Marmota,Blumenbach,1779,Lagomys,Storr,1780,NA
12400921,RODENTIA,Sciuridae,Marmota,Blumenbach,1779,Lipura,Storr,1780,NA
12400921,RODENTIA,Sciuridae,Marmota,Blumenbach,1779,Marmotops,Pocock,1922,NA
12400921,RODENTIA,Sciuridae,Marmota,Blumenbach,1779,Petromarmota,Steppan et al.,1999,NA
12400971,RODENTIA,Sciuridae,Sciurotamias,Miller,1901,Rupestes,Thomas,1922,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Anisonyx,Rafinesque,1817,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Arctomys,Schreber,1780,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Callospermophilus,Merriam,1897,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Citellus,Oken,1816,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Citillus,Lichtenstein,1830,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Colobates,Milne-Edwards,1874,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Colobotis,Brandt,1844,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Ictidomoides,Mearns,1907,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Ictidomys,J. A. Allen,1877,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Notocitellus,A. H. Howell,1938,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Otocolobus,Brandt,1844,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Otospermophilus,Brandt,1844,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Poliocitellus,A. H. Howell,1938,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Spermatophilus,Wagler,1830,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Spermophilis,Richardson,1839,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Urocitellus,Obolenskij,1927,NA
12400978,RODENTIA,Sciuridae,Spermophilus,F. Cuvier,1825,Xerospermophilus,Merriam,1892,NA
12401131,RODENTIA,Sciuridae,Tamias,Illiger,1811,Eutamias,Trouessart,1880,NA
12401131,RODENTIA,Sciuridae,Tamias,Illiger,1811,Neotamias,A. H. Howell,1929,NA
12500003,RODENTIA,Gliridae,Graphiurus,Smuts,1832,Aethoglis,G. M. Allen,1936,NA
12500003,RODENTIA,Gliridae,Graphiurus,Smuts,1832,Claviglis,Jentink,1888,NA
12500003,RODENTIA,Gliridae,Graphiurus,Smuts,1832,Gliriscus,Thomas and Hinton,1925,NA
12500003,RODENTIA,Gliridae,Graphiurus,Smuts,1832,Graphidurus,Brandt,1855,"[see Ellerman, 1940, Ellerman et al., 1953, McKenna and Bell, 1997, Rosevear, 1969]"
12500022,RODENTIA,Gliridae,Chaetocauda,Wang,1985,NA,NA,NA,NA
12500024,RODENTIA,Gliridae,Dryomys,Thomas,1905,Afrodryomys,Jaeger,1975,"[see Daams and de Bruijn, 1995, Rossolimo et al., 2001]"
12500024,RODENTIA,Gliridae,Dryomys,Thomas,1905,Dyromys,Thomas,1907,"[see Ellerman and Morrison-Scott, 1951, McKenna and Bell, 1997, and footnote in Simpson, 1945]"
12500024,RODENTIA,Gliridae,Dryomys,Thomas,1905,Elius,Schulze,1900,[excluding glis]
12500028,RODENTIA,Gliridae,Eliomys,Wagner,1840,Bifa,Lataste,1885,"[see Corbet, 1978 c and Ellerman and Morrison-Scott, 1951]"
12500032,RODENTIA,Gliridae,Muscardinus,Kaup,1829,Eomuscardinus,Hartenberger,1966,NA
12500032,RODENTIA,Gliridae,Muscardinus,Kaup,1829,Pentaglis,Kretzoi,1943,"[see Daams and de Bruijn (1995), Rossolimo et al. (2001)"
12500034,RODENTIA,Gliridae,Myomimus,Ognev,1924,Philistomys,Bate,1937,"[see Kowalski, 1963, Rossolimo et al., 2001]"
12500038,RODENTIA,Gliridae,Selevinia,Belosludov and Bazhanov,1939,Salevinia,Argyropulo and Vinogradov,1939,NA
12500041,RODENTIA,Gliridae,Glirulus,Thomas,1905,Amphidyromys,Heller,1936,"[see Daams and de Bruijn, 1995, Rossolimo et al., 2001]"
12500041,RODENTIA,Gliridae,Glirulus,Thomas,1905,Paraglirulus,Engesser,1972,"[see McKenna and Bell, 1997, and Wu et al., 2000]"
12500043,RODENTIA,Gliridae,Glis,Brisson,1762,Elius,Schulze,1900,[excluding dryas]
12500043,RODENTIA,Gliridae,Glis,Brisson,1762,Myorus,Reichenbach,1835,NA
12500043,RODENTIA,Gliridae,Glis,Brisson,1762,Myoxus,Zimmerman,1780,"[see Opinion 1894 of the International Commission on Zoological Nomenclature, 1998, McKenna and Bell, 1997]"
12600003,RODENTIA,Castoridae,Castor,Linnaeus,1758,Fiber,Dumeril,1806,"[not of G. Cuvier, 1800]"
12600003,RODENTIA,Castoridae,Castor,Linnaeus,1758,Mamcastorus,Herrera,1899,NA
12700003,RODENTIA,Heteromyidae,Dipodomys,Gray,1841,Dipodops,Merriam,1890,NA
12700003,RODENTIA,Heteromyidae,Dipodomys,Gray,1841,Macrocolus,Wagner,1846,NA
12700003,RODENTIA,Heteromyidae,Dipodomys,Gray,1841,Perodipus,Fitzinger,1867,NA
12700130,RODENTIA,Heteromyidae,Microdipodops,Merriam,1891,NA,NA,NA,NA
12700152,RODENTIA,Heteromyidae,Heteromys,Desmarest,1817,Xylomys,Merriam,1902,NA
12700182,RODENTIA,Heteromyidae,Liomys,Merriam,1902,NA,NA,NA,NA
12700203,RODENTIA,Heteromyidae,Chaetodipus,Merriam,1889,Burtognathus,Hoffmeister,1986,NA
12700303,RODENTIA,Heteromyidae,Perognathus,Wied-Neuwied,1839,Abromys,Gray,1868,NA
12700303,RODENTIA,Heteromyidae,Perognathus,Wied-Neuwied,1839,Cricetodipus,Peale,1848,NA
12700303,RODENTIA,Heteromyidae,Perognathus,Wied-Neuwied,1839,Otognosis,Coues,1875,NA
12800002,RODENTIA,Geomyidae,Cratogeomys,Merriam,1895,NA,NA,NA,NA
12800053,RODENTIA,Geomyidae,Geomys,Rafinesque,1817,Ascomys,Lichtenstein,1825,NA
12800053,RODENTIA,Geomyidae,Geomys,Rafinesque,1817,Diplostoma,Rafinesque,1817,NA
12800053,RODENTIA,Geomyidae,Geomys,Rafinesque,1817,Mamgeomyscus,Herrera,1899,NA
12800053,RODENTIA,Geomyidae,Geomys,Rafinesque,1817,Neterogeomys,Gazin,1942,NA
12800053,RODENTIA,Geomyidae,Geomys,Rafinesque,1817,Parageomys,Hibbard,1944,NA
12800053,RODENTIA,Geomyidae,Geomys,Rafinesque,1817,Progeomys,Dalquest,1983,NA
12800053,RODENTIA,Geomyidae,Geomys,Rafinesque,1817,Pseudostoma,Say,1823,NA
12800053,RODENTIA,Geomyidae,Geomys,Rafinesque,1817,Saccophorus,Kuhl,1820,NA
12800095,RODENTIA,Geomyidae,Orthogeomys,Merriam,1895,Heterogeomys,Merriam,1895,NA
12800095,RODENTIA,Geomyidae,Orthogeomys,Merriam,1895,Macrogeomys,Merriam,1895,NA
12800147,RODENTIA,Geomyidae,Pappogeomys,Merriam,1895,NA,NA,NA,NA
12800158,RODENTIA,Geomyidae,Thomomys,Wied-Neuwied,1839,Megascapheus,Elliot,1903,NA
12800158,RODENTIA,Geomyidae,Thomomys,Wied-Neuwied,1839,Plesiothomomys,Gidley and Gazin,1933,NA
12800158,RODENTIA,Geomyidae,Thomomys,Wied-Neuwied,1839,Tomomys,Brandt,1955,NA
12800402,RODENTIA,Geomyidae,Zygogeomys,Merriam,1895,Gygogeomys,J. A. Allen,1895,[misprint]
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Alactaga,F. Cuvier,1838,NA
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Beloprymnus,Gloger,1841,[nomen nudum]
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Cuniculus,Brisson,1762,[nomen nudum]
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Mesoallactaga,Shenbrot,1974,NA
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Microallactaga,Shenbrot,1974,NA
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Orientallactaga,Shenbrot,1984,NA
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Paralactaga,Young,1927,NA
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Proalactaga,Savinov,1970,NA
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Scarturus,Gloger,1841,NA
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Scirteta,Brandt,1844,NA
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Scirtetes,Wagner,1841,"[not Hartig, 1838]"
12900005,RODENTIA,Dipodidae,Allactaga,F. Cuvier,1836,Scirtomys,Brandt,1844,"[see Ellerman and Morrison-Scott (1951) and Pavlinov and Rossolimo (1987, 1998)"
12900022,RODENTIA,Dipodidae,Allactodipus,Kolesnikov,1937,NA,NA,NA,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Gloger,1841,Alactagulus,Nehring,1897,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Gloger,1841,Platycercomys,Brandt,1843,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Gloger,1841,Pliopygerethmus,Topachevskii and Skorik,1971,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Gloger,1841,Pseudoalactaga,Topachevskii,1971,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Gloger,1841,Pygerethmus,Vinogradov,1930,NA
12900024,RODENTIA,Dipodidae,Pygeretmus,Gloger,1841,Pygeretmus,Gloger,1841,[see McKenna and Bell (1997) and Zazhigin and Lopatin (2000c)]
12900031,RODENTIA,Dipodidae,Cardiocranius,Satunin,1903,NA,NA,NA,NA
12900033,RODENTIA,Dipodidae,Salpingotulus,Pavlinov,1980,NA,NA,NA,NA
12900035,RODENTIA,Dipodidae,Salpingotus,Vinogradov,1922,Anguistodontus,Vorontsov and Shenbrot,1984,NA
12900035,RODENTIA,Dipodidae,Salpingotus,Vinogradov,1922,Prosalpingotus,Vorontsov and Shenbrot,1984,[see Pavlinov and Rossolimo (1987) and Shenbrot et al. (1995)]
12900045,RODENTIA,Dipodidae,Dipus,Zimmermann,1780,Dipodipus,Trouessart,1910,NA
12900045,RODENTIA,Dipodidae,Dipus,Zimmermann,1780,Dipsus,Gray,1821,NA
12900045,RODENTIA,Dipodidae,Dipus,Zimmermann,1780,Sminthoides,Schlosser,1924,"[see Ellerman and Morrison-Scott (1951), McKenna and Bell (1997), and Zazhigin and Lopatin (2001)"
12900047,RODENTIA,Dipodidae,Eremodipus,Vinogradov,1930,NA,NA,NA,NA
12900049,RODENTIA,Dipodidae,Jaculus,Erxleben,1777,Haltomys,Brandt,1844,NA
12900049,RODENTIA,Dipodidae,Jaculus,Erxleben,1777,Scirtopoda,Brandt,1844,"[see Ellerman and Morrison-Scott, 1951, and Corbet, 1978 c]"
12900053,RODENTIA,Dipodidae,Paradipus,Vinogradov,1930,NA,NA,NA,NA
12900055,RODENTIA,Dipodidae,Stylodipus,G. M. Allen,1925,Halticus,Brandt,1844,"[see Ellerman and Morrison-Scott, 1951]"
12900060,RODENTIA,Dipodidae,Euchoreutes,Sclater,1890,NA,NA,NA,NA
12900063,RODENTIA,Dipodidae,Sicista,Gray,1827,Clonomys,Thilesius,1850,NA
12900063,RODENTIA,Dipodidae,Sicista,Gray,1827,Sminthus,Nordmann,1840,"[see Ellerman and Morrison-Scott, 1951]"
12900078,RODENTIA,Dipodidae,Eozapus,Preble,1899,Protozapus,Bachmayer and Wilson,1970,NA
12900080,RODENTIA,Dipodidae,Napaeozapus,Preble,1899,NA,NA,NA,NA
12900082,RODENTIA,Dipodidae,Zapus,Coues,1875,NA,NA,NA,NA
13000003,RODENTIA,Platacanthomyidae,Platacanthomys,Blyth,1859,Platyacanthomus,Marschall,1873,[lapsus]
13000003,RODENTIA,Platacanthomyidae,Platacanthomys,Blyth,1859,Platyacanthomys,Coues,1890,[lapsus]
13000005,RODENTIA,Platacanthomyidae,Typhlomys,Milne-Edwards,1877,NA,NA,NA,NA
13000009,RODENTIA,Spalacidae,Eospalax,G. M. Allen,1938,Allosiphneus,Kretzoi,1961,NA
13000009,RODENTIA,Spalacidae,Eospalax,G. M. Allen,1938,Zokor,Ellerman,1941,NA
13000013,RODENTIA,Spalacidae,Myospalax,Laxmann,1769,Aspalomys,Gervais,1841,NA
13000013,RODENTIA,Spalacidae,Myospalax,Laxmann,1769,Episiphneus,Kretzoi,1961,NA
13000013,RODENTIA,Spalacidae,Myospalax,Laxmann,1769,Myotalpa,Kerr,1792,NA
13000013,RODENTIA,Spalacidae,Myospalax,Laxmann,1769,Siphneus,Brants,1827,NA
13000018,RODENTIA,Spalacidae,Cannomys,Thomas,1915,NA,NA,NA,NA
13000020,RODENTIA,Spalacidae,Rhizomys,Gray,1831,Brachyrhizomys,Teilhard de Chardin,1942,NA
13000020,RODENTIA,Spalacidae,Rhizomys,Gray,1831,Nyctocleptes,Temminck,1832,NA
13000025,RODENTIA,Spalacidae,Spalax,Guldenstaedt,1770,Anotis,Rafinesque,1815,NA
13000025,RODENTIA,Spalacidae,Spalax,Guldenstaedt,1770,Aspalax,Desmarest,1804,NA
13000025,RODENTIA,Spalacidae,Spalax,Guldenstaedt,1770,Glis,Erxleben,1777,"[not Brisson, 1762]"
13000025,RODENTIA,Spalacidae,Spalax,Guldenstaedt,1770,Macrospalax,Méhely,1909,NA
